kdrama_id,drama_name,year,tot_eps,duration,aired_on,org_net
a20effb587684b4cadeed6143db7b110,The King of Pigs,2022,12,3300,Friday,TVING
de92b17fe6094ac0a89397116498590c,Two Universes,2022,10,900,Thursday,Naver TV Cast vLive
d1a50a61de8f42a0bb19629d354b9231,International Student Haha Introduction,2022,8,not found,Tuesday,Naver TV Cast
2710b731a0bc49f788f1105f494c0b86,Blue of Winter,2022,5,600,"Tuesday, Thursday",Viki
8ef05764fd784630a7c785ab771afea4,A Superior Day,2022,8,3600,Sunday,OCN
abeb1a45aacc406a907ba67d0ceea720,Kill Heel,2022,14,3600,"Wednesday, Thursday",tvN
3591b9c6214a48c4b7cda260f703dfdc,Crazy Love,2022,16,3900,"Monday, Tuesday",KBS2
4251dc1c122e4d0ab088525221c91e5a,Ply Friends: Seoyeon University Class of '22,2022,3,720,Friday,not found
40548083bd0e4a06bf7ed7229cfdb04e,Life After One Minute,2022,4,480,Tuesday,not found
96152749917043049d32a1e31f5e66eb,A Day of Dating,2022,3,780,Monday,not found
db7b62f428144d05857d3b9a6783a8fa,Military Prosecutor Doberman,2022,16,3900,"Monday, Tuesday",tvN
f4e7284c0e4248d0b5adb16bfe4974c9,A Business Proposal,2022,12,3600,"Monday, Tuesday",Netflix SBS
501a728450c14ac2839ad506d15393c9,Love (ft. Marriage and Divorce) Season 3,2022,16,4200,"Saturday, Sunday",TV Chosun
bee48d7a0ee44413bd68a8e232194d67,Juvenile Justice,2022,10,3720,Friday,Netflix
56a6e3ed5ee74fceada4554cbdea37ec,Cherry Blossoms After Winter,2022,8,1500,Thursday,Viki
83c315da33504706a6c0fcc3d2b2ffa6,Sponsor,2022,12,3360,"Wednesday, Thursday",MBN Viki
995384b92c024665ada1a9ba7762f87d,Oh! Boarding House,2022,8,900,"Tuesday, Wednesday",Viki
77f90887c9a241c78d11fc409370c33c,Cinema Club,2022,9,480,Tuesday,not found
49ad96962b6f4cc28511c5fadb83d0a6,Tracer Season 2,2022,8,4200,Friday,MBC
cb26377672b644eebffbd82c577a5fba,Woof & Meow – Do you Love Me?,2022,10,1020,Friday,DRAMAcube
ca180ef40fa449979fb8dc4f52943a3c,I Have Not Done My Best Yet,2022,12,3600,Friday,TVING
707f130f562c4d4e97cc586955e8161d,Thirty-Nine,2022,12,4680,"Wednesday, Thursday",jTBC Netflix
d2e509b0293549bab62b76a9f8630956,Grid,2022,10,3600,Wednesday,Disney+ Hulu
ec80f88a2e594a909facc164a0d73363,Semantic Error,2022,8,1500,"Wednesday, Thursday",not found
4ca05130abbe465e9977b7f163968e0f,Twenty-Five Twenty-One,2022,16,4500,"Saturday, Sunday",Netflix tvN
816b51849094447f89adce232344a04c,Forecasting Love and Weather,2022,16,4200,"Saturday, Sunday",jTBC Netflix
7942874984774447a18427710d4740ee,Civil Service Exam Student,2022,8,900,Friday,not found
e6c7fd2d0e8c4a769e423d685cbcb855,First Love Again,2016,104,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2
9245d89cad664003a60362091077fe3e,Kissable Lips,2022,8,660,"Thursday, Friday",not found
82d3254abfc942a9b6807e77cd1d12d4,Do You Want to Eat?,2022,6,1020,Monday,MBC
fa66edaa18174140a493953f362adb82,All of Us Are Dead,2022,12,3720,Friday,Netflix
c441061e809a46e1935f500435e08144,Rookie Cops,2022,16,3600,Wednesday,Disney+ Hulu
f5200918b21242488d216fb819b3a25a,Yeokkeuni Season 3,2022,7,960,Tuesday,not found
d98c2e5fd8994b9f98c4aece701173ef,Color Rush Season 2,2022,8,900,Friday,LINE TV Viki
c96506545f98443a96125e3f856c37c8,"Don't Lie, Rahee",2022,4,1080,Wednesday,Naver TV Cast
34104944bc9744709af2b384acc33f12,Dr. Park’s Clinic,2022,12,1680,"Friday, Saturday",TVING
d43e01e587f74dbe8745d9cbfdfd5721,Through the Darkness,2022,12,4200,"Friday, Saturday",SBS
2823d3b541494c7aa0714ecf3e703092,"No, Thank You Season 2",2022,12,1200,Saturday,Daum Kakao TV
fcb1691eb6e943648e600a5ff571a1b3,The Best Day,2022,5,600,not found,not found
9c3a434980b3438ba14350273b945888,Tracer,2022,8,3600,"Friday, Saturday",MBC
8563cc87e4164f968b92b9f517e9aa06,You & It,2022,8,480,"Wednesday, Friday",not found
5f5f29e8989840a0ae8e8a291ecdb10d,I'm Done,2022,6,540,"Tuesday, Friday",not found
bff00514de05407aadfe5e46df7e6ee5,Ghost Doctor,2022,16,4200,"Monday, Tuesday",tvN
abd776a88ed74a0388052a8ee788ed20,Her Bucket List,2021,10,1200,Friday,Daum Kakao TV
90d56ae56bf04e21bbfb8cb3508ad4da,The Man's Voice,2021,8,1800,Thursday,iQiyi Viki
96451ecbc55f41fe92dd8895e23669f1,Behind Cut,2021,8,900,"Tuesday, Wednesday",not found
24bf8376461b4faf866d65bb3e3ff71d,Time of Memory,2021,20,600,not found,not found
4e193e1d5b064215a45d83cac4ff91c2,Best Mistake Season 3,2021,16,1500,"Tuesday, Thursday",vLive
8592a9a766af4a9cacd85cafa5574fed,I'm Watching You,2021,4,2820,Sunday,TVING
67cc937e9a6245e6ac31e0ffeb8f2442,Love & Wish,2021,9,960,"Friday, Saturday",Daum Kakao TV
fc2b4039d942494c935fc90ee0536b02,The Silent Sea,2021,8,3000,Friday,Netflix
aed49509650b42a08fbbec07058dcdee,Tinted With You,2021,8,720,"Thursday, Friday",Viki
afd62f40453244bb850a6b4374e80811,Cheongchunhyang Jeon,2021,1,7200,not found,not found
533226ccb2f54c9d871bfbdf5942b59c,Moonshine,2021,16,4200,"Monday, Tuesday",KBS2
82a15be2e80146edb2dcf37fa8424bc4,The One and Only,2021,16,4200,"Monday, Tuesday",jTBC
b91a02a9a2124ea48216d02da3251940,Wanna Sleepover Season 2,2021,9,600,Sunday,not found
fbbb973ea84c45b190a58b3db6d22c1a,Bulgasal: Immortal Souls,2021,16,4500,"Saturday, Sunday",Netflix tvN
6275f94b7ffe42a09fca2f4dc5312949,Snowdrop,2021,16,5400,"Saturday, Sunday",jTBC
a6a12a926cae423d9b69ff404cf7187a,To.Two,2021,8,900,Friday,not found
f02e1844cd8241bc9a703068685068ba,I Want to Live an Easy Life,2021,5,1560,Friday,SBS
f20e575db39b4c13ac91663142bde442,Pumpkin Time,2021,10,1200,"Friday, Saturday",Daum Kakao TV
52225793342e440d90354d4a0f305586,Bad and Crazy,2021,12,4200,"Friday, Saturday",iQiyi tvN
8043422b7f334b54bac043acc99c8e74,The World of My 17 Season 2,2021,10,1500,"Wednesday, Friday",Naver TV Cast vLive
0ff5eb81b801427c929b8f54aa6fd606,Love Twist,2021,103,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2
13d4dd9fa77c4e1594c40344dbe4e3f1,"The King of Tears, Lee Bang Won",2021,32,3600,"Saturday, Sunday",KBS1
0c2844f3b5c9442e8d8e3ac6f40b263c,Uncle,2021,16,4200,"Saturday, Sunday",TV Chosun Viki
20f42a0060a44c3db7f287e19bbf6ed6,A DeadbEAT's Meal,2021,12,1500,Friday,Naver TV Cast TVING
e8df05a7221b4a119e67460d4fea756f,Midnight Thriller,2021,3,6300,Thursday,Genie TV
586552dadc384dc9bdabcd798d7b5424,Casting a Spell to You,2021,16,3600,Thursday,not found
056a9d09a3e64ae1ae175722ec8a8e7a,Artificial City,2021,20,4200,"Wednesday, Thursday",jTBC
6435f42a442f44f7b54352450dedd4a0,My 100th Election,2021,4,960,not found,not found
be4cda9c25cf423083a76d32f4738d17,Artificial Intelligence Hamlet,2021,5,360,Tuesday,not found
2f4e0303ef434cdf9f5ff951cc4f5e74,Our Beloved Summer,2021,16,3600,"Monday, Tuesday",Netflix SBS
0c9c4820a7c24243a46760f8fc3afe36,Dear My Girlfriend,2021,3,600,Saturday,not found
cc60287725dd4786b0ae43fbdbb586e5,User Not Found,2021,22,900,"Friday, Saturday",not found
a67549039b4845c0b989906b6675d742,The One Serving House,2021,8,780,"Monday, Wednesday, Friday",not found
9df359961b384400b09613ee8ebe81c9,Heart Way,2021,8,720,Tuesday,Naver TV Cast
95cafaf4bf17411180f9ceadbc2c7d22,Mr. Lee,2021,5,1200,Monday,Daum Kakao TV
156a1ad20b7f4f5f934307eda585e5ff,Show Window: The Queen's House,2021,16,3900,"Monday, Tuesday",Channel A Viki
92ed12688d5446e8884f4a553c1111b4,One Ordinary Day,2021,8,4200,"Saturday, Sunday",ViuTV
64df363d37ac4999b831e22c409d47c7,Friend and Kiss,2021,2,360,not found,not found
60a1650ce01c4dd6b1e6aa1e35af1bd8,School 2021,2021,16,3780,"Wednesday, Thursday",KBS2 Viki
51d49a762aea4cd3972344dd227a2cc5,We Are Alone,2021,9,300,"Tuesday, Saturday",Naver TV Cast
46b459b646b448bbb963e6eb2926176c,Shadow Beauty,2021,13,1200,"Wednesday, Saturday",Daum Kakao TV Viki
67c7b25ff0e24f6b9c9ec541aef469ed,Hellbound,2021,6,3000,Friday,Netflix
53471a6aa3d64aa0a7df416050b2f338,Part-time Mello,2021,12,1500,"Wednesday, Thursday",not found
17dc1c95a60b470cb9d3ef55a4316764,Beginning,2021,24,600,"Tuesday, Friday",not found
550ba294a24749ecaec19326d3f53586,"Fly, Again",2021,10,1800,"Wednesday, Saturday",Daum Kakao TV Viki
2fa853ceae2547f8a62a7391cc4ec7e5,The Mysterious Class,2021,8,1200,Friday,not found
74f04ec7c19f4a4285d1a6795aa2dda2,Delivery,2021,8,540,Friday,not found
4dbdd617a08e4cae8ceb1f933284a92b,Adult Trainee,2021,7,2400,Friday,TVING
516e402696254365ab6bfac5755a1856,Political Fever,2021,12,2160,Friday,not found
91a1121773204c34ba54cc202ddc87da,"Now, We Are Breaking Up",2021,16,3600,"Friday, Saturday",SBS ViuTV
c7bbfe6ecb624f4e93acb9eef4004a6a,The Red Sleeve,2021,17,4800,"Friday, Saturday",MBC Viki
441d5cb7c0c24512aba11d4a62c80eef,Melancholia,2021,16,4200,"Wednesday, Thursday",tvN
df0321a646094d5fb6ccb103d458e232,Find Me if You Can,2021,8,840,"Tuesday, Saturday",not found
66e1f80f03d64901aa221155ecad07bd,Not Found Love,2021,10,900,"Tuesday, Thursday",not found
3e91c046938c455aba649dc01e322f68,Idol: The Coup,2021,12,5100,"Monday, Tuesday",iQiyi jTBC
9bd402e387bb4acbbaa619f336c03733,Secret Royal Inspector & Joy,2021,16,3600,"Monday, Tuesday",tvN
07ceb42705fc4617bfa527b4c4582637,Let Me Be Your Knight,2021,12,4200,Sunday,iQiyi SBS
78837292cb7948d8a33113b7ac55e5c3,Zero Ability for Dating,2021,10,780,not found,not found
f6bc3c7cba654d65951234a1e70bbceb,"Life of Jung, Lee, Ro, and Woon",2021,15,420,"Monday, Wednesday, Friday",not found
8057ee35785644d5b7b09042e559776e,Happiness,2021,12,3900,"Friday, Saturday",TVING tvN
acb0ec089c554c189f2998a6d40419af,Armored Saurus,2021,25,1800,Thursday,not found
3bf69b7f86da4a83ad9837bac0094463,Dr. Brain,2021,6,3600,Friday,not found
e3457d5bae2f47a8807b6ad497b8d731,The Birth of a Nation,2021,2,1620,Monday,not found
1dd90b23a1e6490996e1c6882a225a55,Inspector Koo,2021,12,4200,"Saturday, Sunday",jTBC Netflix
8ae7ce5d7ce148d4b58f4b7b5bb2ed7f,Chimera,2021,16,3900,"Saturday, Sunday",OCN
9e64314639724112823941650158142e,Moebius: The Veil,2021,2,3300,"Friday, Saturday",MBC
58a15e5cfe1c4c9595da102b7bb14386,Crime Puzzle,2021,10,4200,Friday,Genie TV
ada2113a9c9b4df7ae55c9f334f0034e,Heartbeat Broadcasting Accident,2021,10,720,"Wednesday, Thursday",Naver TV Cast
fc52449befe44b8089bd35b874b61e41,Would You Like a Cup of Coffee?,2021,12,1800,"Thursday, Sunday",Daum Kakao TV Tencent Video
20c7f89cc0ff49b59de054173fe274a8,Jirisan,2021,16,4200,"Saturday, Sunday",iQiyi tvN
3b8bd865d3bb49c1a47bbb31dd4916e6,"Work Later, Drink Now",2021,12,2100,Friday,TVING
62cf5f2690c54981a959fdfa618605ab,My Sweet Dear,2021,8,900,Thursday,Viki
0eceb108f7024d4eb9325e16c8fd59f8,Yeokkeuni Season 2,2021,5,600,Tuesday,not found
10ab51a216c44133b77d9082135593aa,Bite Sisters,2021,10,600,"Tuesday, Friday",not found
470157f0af5746e0848f25579b0e33b3,My Ahjussi Kkon Dae Hee,2021,5,900,Sunday,Naver TV Cast
2ce65e0a26264bfa83bf6082d185aec2,Youtuber Class Season 2,2021,4,600,Sunday,Naver TV Cast
f978181357f7418eb943016b9e7cca31,Me and My Grantopia,2021,2,900,Tuesday,not found
c85caa9a0c0649428e5749c87dc49035,Your Playlist,2021,8,600,Friday,not found
9e3a7ea7a3724ae1863bafc75aa286f4,My Name,2021,8,3000,Friday,Netflix
edec2115796a48988b7ba36135a8e457,Focus to You 3,2021,5,660,Thursday,not found
c82c9522b0cf4d6187677e58a04e9ac9,I Don't Care,2021,6,720,Wednesday,not found
6318764b9c29463e81f34ed0528a66ce,Reflection of You,2021,16,4200,"Wednesday, Thursday",jTBC Netflix
2316b442002e46ecb9918f7863758175,Dalgona Season 2,2021,6,900,"Monday, Thursday",not found
ec13ce08ba544e99a7d1ce3f3bab6a2e,The King's Affection,2021,20,4200,"Monday, Tuesday",KBS2 Netflix
7da80bf1cde3487eab5b3055c524fc15,Real Siblings,2021,7,240,"Wednesday, Saturday",not found
d0e6ea87a05d495fafeaafebf203d46b,I Ate Well Today,2021,4,600,Friday,not found
4b5c084242494cd3865068f903e1e2e7,Peng,2021,10,1140,"Thursday, Friday",not found
a8351bb5d93847e9bcb31cd306598efc,Jinx,2021,10,1200,"Wednesday, Saturday",Daum Kakao TV
4d7e37bb0a624bd28f011da2e13e1f38,A Beauty of Revenge,2021,5,600,Tuesday,not found
e8f4d7f0dc6f4d5385bce7f32bf36b57,The All-Round Wife,2021,122,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1
358fea5c301d4304855d4c720f24bf73,Mumul Zzumul,2021,14,960,Wednesday,Channel A
7fc3fd46570d4835a27a0f51a387860b,The Moment the Heart Shines,2021,13,1800,Tuesday,EBS
8de57ce4c47040ef82252f6bc3987439,Young Lady and Gentleman,2021,52,4200,"Saturday, Sunday",KBS2
d753b5b97c234b9d93462b3e0c45208d,The Tasty Florida,2021,8,660,Friday,not found
f8d993bdd57b41f0a908ad91263def5a,Hometown,2021,12,4200,"Wednesday, Thursday",tvN
ddc829b4c170484d94efedfb4cb29f3d,Dali and the Cocky Prince,2021,16,3900,"Wednesday, Thursday",KBS2
0d9d0a24e2b848aaa255f3843b0841bc,Welcome to the Sandbox,2021,2,420,not found,not found
46d968a040594c5a92ac049bd022dc24,One the Woman,2021,16,4200,"Friday, Saturday",SBS
6643d91423d449e0a5b1375a3fe62c43,The Veil,2021,12,4200,"Friday, Saturday",MBC
dbd263bed8d8402797d1a7e87d26d3e2,Yumi's Cells,2021,14,4200,"Friday, Saturday",TVING tvN
c379f71b8260451b92540de57a2d2776,Squid Game,2021,9,3600,Friday,Netflix
79e96981597649749c5cf66539caf375,Straight Sassy,2021,8,420,not found,not found
4b9d9f17befb4c23b5141bc716f6f935,Can You Deliver Time? 2002,2021,8,900,Friday,not found
31f99c81479348549ec256f0dbee2289,Love in Black Hole,2021,12,600,"Friday, Sunday",Tencent Video
1c17f39681f54c8383b7dcfe7fe14abc,Some Air,2021,10,960,Friday,not found
1295979ebb9e41da9ffacb5de8f91d6d,Mokkoji Kitchen,2021,9,600,Monday,not found
9d3c7f0b35284b4ca547e9d74c5a0edc,High Class,2021,16,4200,"Monday, Tuesday",tvN
4ca31b1d115e428e8068f3bdbe2aa22c,Lost,2021,16,4200,"Saturday, Sunday",iQiyi jTBC
20ef4cabdc7c4d4f8fc702438e317230,Translation-needed Love Season 3,2021,4,480,not found,not found
54dd0755cd11448fbe61392320aeeae8,No One Special,2021,16,480,"Tuesday, Friday",not found
f47ffb4cea3f4c9d8bda5831e1dc1974,You Raise Me Up,2021,8,2520,Tuesday,not found
832bc2f802074384b637cc68de2cd1ca,The Guys I Want to Catch,2021,10,960,Monday,not found
38b77aa16d9a4c0386ecef9bb6477279,Peach of Time,2021,10,1620,"Monday, Tuesday",Tencent Video
b27d22a8e87b4749a532a276d1b3d196,Lovers of the Red Sky,2021,16,4200,"Monday, Tuesday",SBS Viki ViuTV
08a4b2f383a742a79bf0a0f5983108e0,Hometown Cha-Cha-Cha,2021,16,4800,"Saturday, Sunday",Netflix tvN
69ed687932e44979b0eca7df683fec7f,Horror Mailbox,2021,8,540,not found,not found
a1514f42942a43668a3ac869d8e916b4,Don't Worry Apricot,2021,5,1200,Friday,Tooniverse
d4d060cfc1ff4c9bbf42f88914566a89,D.P.,2021,6,3000,Friday,Netflix
684a31b2053b425c9fd4c96085b73282,Check Out the Event,2021,4,3000,Saturday,iQiyi MBC
8c3ebf3e599b45198ac12f499d20f9c7,My Lovely Caffeine,2021,1,1020,not found,not found
e31013dc3a024e9cb4e6c2aa9ac7bb90,Idol and I,2021,5,420,Thursday,Naver TV Cast
48dfcbd6e89d40d09f431cf453ff1551,Second Husband,2021,150,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC
e9004b8c487b45b79eba6a959b01ea36,Police University,2021,16,4200,"Monday, Tuesday",KBS2
69243e93b048442ba6d6d9057129a021,The Road: The Tragedy of One,2021,12,4800,"Wednesday, Thursday",tvN
2bc3dc40af72441abde7e41d4164e260,2021 Summer Drama Collage: Monster Mansion,2021,8,1500,not found,Genie TV
00b588ca30904308967ef003d04c2efb,The Great Shaman Ga Doo Shim,2021,12,1200,Friday,Daum Kakao TV Viki
a3ed7879ded544689b67cf957a8fabc8,Someday Office,2021,8,600,Wednesday,not found
2806560cb1b94898936fbd4a019969c3,Blue Birthday,2021,16,1200,"Friday, Saturday",Naver TV Cast Viki
095b0dafb5534f6bb53d475580749777,Focus to You 2,2021,6,420,Thursday,not found
f56eebd0412f42bdb7a2380d0ab29c73,The Witch's Diner,2021,8,2640,Friday,TVING
3b267fde9016499cb3a64d525b4bce94,Love On Live,2021,5,600,Thursday,Naver TV Cast
d17381edcad24edd8b34d3a6466e00ee,The World of CC,2021,8,600,"Monday, Sunday",not found
2b15b1b97b264c85a56ab42854364276,Our First: Seventeen,2021,10,600,"Wednesday, Saturday",not found
1171578051a44b5a93b8c691b6dd1d32,Red Shoes,2021,100,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2
6cbb1fa1db7447379032df5d48e54e45,You Are My Spring,2021,16,4200,"Monday, Tuesday",Netflix tvN
22dca69dbdb74efa9566fa28551fbf5e,The Devil Judge,2021,16,4500,"Saturday, Sunday",tvN
7d4e424bfb8a46078662c8ad89bbc1db,Meeting Plaza,2021,8,660,Thursday,not found
632f13fd608748b9aa13c29481b2f221,Re-Feel: If Only,2021,6,not found,Wednesday,not found
8b764a4531e647e294fa72c880394dbd,Light on Me,2021,16,1440,"Tuesday, Thursday",Viki
60312b4a037647e09ea87d370cd14d00,I'm Not a  Loser,2021,4,480,not found,not found
233b24ebb1114c19b52d26a776057ecf,On the Verge of Insanity,2021,16,4200,"Wednesday, Thursday",MBC
27aeedbcce7b43b19d04cb808c67a237,"Nevertheless,",2021,10,4200,Saturday,jTBC Netflix
3a11d1bad65f4365bcdf3dbf6a3d8b46,Genesis,2021,6,3120,Friday,Genie TV
d0b4db4fc9e94886a0cf97584ba24bc0,Voice Season 4: Judgment Hour,2021,14,3780,"Friday, Saturday",tvN
831c11a2bd4f4688a9bd44c2a57b2136,So Not Worth it,2021,12,2100,Friday,Netflix
65a21d47d2124e39bf72cb70db93c6ec,Romanced,2021,8,900,Thursday,not found
179a8de0480e4349815de69072857ccd,Hospital Playlist Season 2,2021,12,6000,Thursday,Netflix tvN
34c348eda268405c962332e93fc08532,Yunseul,2021,5,540,Wednesday,not found
48b55f43169e418884974f380b0b62c0,On the Turf,2021,6,900,not found,not found
cd93c534bbe14d2c9a27e6c886ad7328,Monthly Magazine Home,2021,16,3600,"Wednesday, Thursday",iQiyi jTBC
8492dd3311d6401da96e3bc8d4b950ca,"At a Distance, Spring Is Green",2021,12,3780,"Monday, Tuesday",iQiyi KBS2 Viki
b237447e868842dd8413d0870562749d,Love (ft. Marriage and Divorce) Season 2,2021,16,4200,"Saturday, Sunday",Netflix TV Chosun
ebd039c84af94c60ab7a2ca528d05e7d,Starting Point of Dating,2021,7,1080,Friday,not found
32721ffe54794a8c8b50de6025548a47,No Bother Me,2021,35,600,Thursday,not found
a5658e5fb87340aa8c4b3bd8610ed0dd,The Penthouse Season 3: War in Life,2021,14,4500,Friday,SBS
bdc12e94c79246f89a142e0040a7fcec,Next Door Witch J,2021,12,660,Friday,Viki
05a3393e616541f49fa472e924236001,Youth Again,2021,8,900,"Thursday, Friday",tvN
61a222f93d1d439e833015972aff5584,Racket Boys,2021,16,4500,"Monday, Tuesday",Netflix SBS
a69b6262c9c940809ed3c8c5bcf3dd71,Return Love,2021,3,420,not found,not found
9dcf30c786774247842fb5835fbb2988,"Shh, Please Take Care of Him",2021,3,4080,Friday,not found
731e063cf3ee489b8896676552b9cba2,My Roommate Is a Gumiho,2021,16,4200,"Wednesday, Thursday",iQiyi tvN
5a43f36979794f2b8bfb0bed4581b16b,Mad for Each Other,2021,13,2100,"Monday, Tuesday, Wednesday",Daum Kakao TV Netflix
71756ef058b24c239663f29a97439683,Company Romance,2021,6,900,not found,not found
58139a355c2945a4b79088752e641439,Here's My Plan,2021,4,3480,"Wednesday, Thursday",MBC
48cec00d4d5246aca530ede00b64d327,SM Culture Universe: aespa,2021,3,660,not found,not found
7c2fdc9207b04229ab6dc70b7b1d767b,Move to Heaven,2021,10,3120,Friday,Netflix
493cb3c053ab4136815d8643011dc01b,I:LOVE:DM,2021,7,480,Wednesday,vLive
b3624ee963f54b9ca61f5264fe073f47,Sometoon 2021,2021,20,600,Monday,not found
4717625475374118818cfffa38a03aea,Doom at Your Service,2021,16,3900,"Monday, Tuesday",tvN ViuTV
b10fafe43d8d496893f58fa50cdfab5a,Mine,2021,16,4200,"Saturday, Sunday",Netflix tvN
b16eebba9808484881f15ac39d9493e0,Artist Disappearance Case,2021,10,not found,Friday,not found
e27cec82e33449aa97802b33fbbfdbbc,Imitation,2021,12,4200,Friday,KBS2 Viki
712f40cb1c87413fae7255fa423e76a2,Focus to You,2021,6,360,Thursday,not found
63e64db6f5314480a7b921610532d2a3,Youth of May,2021,12,4200,"Monday, Tuesday",KBS2
2b9c24f833ec4d248d1cd7f22d85bcc2,Bossam: Steal the Fate,2021,20,3900,"Saturday, Sunday",MBN Viki
cb1fcbaf4405470487e84f4d11d90055,Girlfriend in The Men's Group,2021,7,600,not found,not found
1c5638485beb4b3286faaff36e3e32af,Dark Hole,2021,12,3600,"Friday, Saturday",OCN tvN
50b3f678af9c465285e97b39ab6c4349,So I Married an Anti-Fan,2021,16,3720,"Friday, Saturday",Amazon Prime iQiyi Naver TV Cast Viki vLive
ad10a2d50c004f389a281ffe672a046c,Global Travel Agency Gaboiso,2021,5,600,not found,not found
4ad9f2c603984b95a77d0ae61092d15e,Love #Hashtag,2021,10,600,"Tuesday, Friday",not found
c377667c527b43fc966d78e4cac9e011,Just Friend,2021,10,300,Monday,not found
d70aea9eb9f140fbb2d588ad86849e18,Undercover,2021,16,4500,"Friday, Saturday",jTBC
46f9061ea25b450c90c14ccee9bc929a,College Life That Everyone Wants,2021,5,1200,Wednesday,not found
ee529948362243169e4f637f80633ad5,To Me to You,2021,1,3600,Monday,KBS1
1455a0b6c8e344fb8d4f4cecf96ea60c,School of Start,2021,3,900,Friday,not found
b51c154111534c679922411f32ca5270,Nice Na Ik Soo,2021,5,180,Friday,not found
ec8c0dd70a4b487280a12b64d8406d10,Nobleman Ryu's Wedding,2021,8,660,Thursday,not found
ea1a5735be0a4e0baf90e79e9e24a1eb,Sell Your Haunted House,2021,16,4200,"Wednesday, Thursday",KBS2
71a36358fd704b80b56042110f60a2f8,Law School,2021,16,3900,"Wednesday, Thursday",jTBC Netflix
61e8cac38ad34ee8a626edc7fb9293c8,Translation-needed Love Season 2,2021,3,360,not found,not found
009b96a93cf94436b33ac697de73d35c,My Love: Six Stories of True Love,2021,6,4200,Tuesday,Netflix
5bb14f14bf6f44569da21c59d3c505a0,Amor Fati,2021,120,2100,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS
26ff3c6f3a2646d9a518460cd86412ef,Wanna Sleepover,2021,9,600,not found,not found
2953c8e2ef2d4f109200cb8a40f266bf,Taxi Driver,2021,16,3900,"Friday, Saturday",SBS
36f66601818447489eb4fcf18e22735b,Bio Homme,2021,8,900,Friday,Naver TV Cast vLive
90d31baed0684df4919e792eec0bf066,Dramaworld Season 2,2021,10,2100,"Friday, Saturday",iQiyi Viki
7c112c339fdc40ae8f368c36d78d8f3d,Heart.zip,2021,5,480,not found,not found
2f2f657909d0447a9eab73eb4c1ae2ca,Take It or Leave It,2021,8,600,"Wednesday, Saturday",not found
d62ec0f1da994f15b5ecefe896b5b764,Love Campus,2021,9,480,not found,not found
c615ef0d2a3c4b3c93014d4bcaed7fce,Summer Guys,2021,10,1800,"Tuesday, Wednesday",AbemaTV
356f7ec7fcf54a68b37cd53e9876c4a5,The Secret of the Grand Mansion: The Missing Girls,2021,10,900,"Monday, Wednesday",not found
f755dc2a57354976a0ef6986db6e7011,Be My Dream Family,2021,120,1800,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1
f0cbf15c9cc140a29f2173d1b5d092e1,Time to Be Together 1:11,2021,10,900,Friday,MBC Dramanet
4f9d5138426f41c9a5393130fd1c6bcc,Scripting Your Destiny,2021,10,1500,Friday,TVING
16d9f2705ab34ed1a856b54254407cfd,Deoksaeng Reversal,2021,3,900,Wednesday,not found
a144e872feb1413c9764cc746694ce57,The Sweet Blood,2021,15,600,"Wednesday, Saturday",Naver TV Cast vLive
2241ffa46adc4357854ace02d3b132ba,Oh My Ladylord,2021,16,4800,"Wednesday, Thursday",iQiyi MBC
385e1666124344bf833a6f0774a144f0,Translation-needed Love,2021,2,240,not found,not found
407b1fd245b64fe99eff1b666115ab2e,Joseon Exorcist,2021,2,4200,"Monday, Tuesday",SBS Viki
92c7dfcf38164db2b12e984068a9a24e,Navillera,2021,12,3900,"Monday, Tuesday",Netflix tvN
0dd54abcc54144418c66c859e2f9c511,Somehow Family,2021,12,3600,Sunday,TV Chosun
9fe38b8882ea4987ac2d6c31d4a7f780,"Yum Yum, How Tasty! 2",2021,5,600,Friday,not found
b87261fea6ba46998abb52371574cb7f,Recipe for Youth,2021,10,600,Sunday,not found
75504e6585c5412e8a43d59634c463c8,Revolutionary Sisters,2021,50,4200,"Saturday, Sunday",KBS2
46997186060e487ea6e7506f82dc7337,Secret Friend,2021,10,240,not found,not found
33d302a05ec842058bcf1facbe3628c5,Love Alarm Season 2,2021,6,3420,Friday,Netflix
c29c9bc043ee405b800f8e41ddfac0d0,Tickle Tickle,2021,3,420,not found,not found
ea67a5bfb1064a2ab6dad176e3301590,"It's Okay, That's Friendship",2021,1,1200,Friday,not found
a98e288b35eb4fea9185772b021755a3,Mouse,2021,20,4500,"Wednesday, Thursday",tvN
9dfac242f06f4211b1d38725992f7a77,Nickname Pine Leaf,2021,3,780,Saturday,SBS
2c33674ac4a841ac9509c52b1e08ad71,You Make Me Dance,2021,8,840,Friday,Viki
0c7825b4b21345ebb3318ba4ad4de508,Must You Go?,2021,8,1800,Friday,not found
633309eba91d4ef6a53599baacfe84b7,Be My Boyfriend,2021,15,780,"Tuesday, Thursday",Naver TV Cast
851092045b924c04a15298dd9c199c0f,How to Be Thirty,2021,15,1200,"Tuesday, Saturday",Daum Kakao TV Viki
